MD;DTS_core;DTC_core;RHOB_core;E_sta_core;PR_sta_core
3684.5;500.4432978;258.8958497;2.403136846;16.30074075;0.333908303
3684.6;497.30791;257.1928853;2.406245018;12.44464229;0.322394046
3684.7;494.2249678;254.0668472;2.408482903;17.16274017;0.355203738
3684.8;491.4276087;254.047366;2.404566564;14.29665837;0.270699199
3684.9;490.0791061;254.1949984;2.396304733;13.80267423;0.301178072
3685;490.17946;254.5097445;2.383697409;14.43618583;0.268830543
3685.1;491.2831315;258.9461946;2.367811143;15.98296572;0.260219195
3685.2;492.7754144;264.1942601;2.35182275;13.91692543;0.328487666
3685.3;494.6998565;270.2963464;2.335793021;13.60362256;0.268202391
3685.4;494.9951029;272.6694774;2.31926759;12.52902966;0.291370175
3685.5;494.8900729;274.9180123;2.303882436;13.83941962;0.254069361
3685.6;494.3758871;277.3231779;2.290115645;13.34479571;0.265805892
3685.7;487.358595;284.0338688;2.282832459;13.80277152;0.182469682
3685.8;481.905226;289.5030899;2.282324553;14.24730782;0.247376962
3685.9;480.1824468;292.1662211;2.291695657;14.08220766;0.18040335
3686;485.4983538;289.8119626;2.304694486;14.19170524;0.213689452
3686.1;488.528041;286.8020142;2.315900109;16.41694441;0.139555788
3686.2;484.8955088;284.1047785;2.322478423;16.88010506;0.293913581
3686.3;480.159284;285.8442022;2.314921724;14.17099934;0.185157832
3686.4;475.5191658;287.552434;2.302128026;14.79251036;0.220429043
3686.5;471.668602;286.915449;2.284354549;14.30364937;0.175796683
3686.6;469.1626794;285.713821;2.272789538;16.4446427;0.252651855
3686.7;467.4801438;284.7752491;2.26552941;14.74502174;0.224830405
3686.8;467.061668;285.0386491;2.265537723;15.74760159;0.115351219
3686.9;466.2368846;286.1944342;2.266171433;17.82522286;0.10159317
3687;465.3012622;287.4002785;2.265420914;14.61915442;0.109997951
3687.1;464.478802;287.6719617;2.258983612;18.48662263;0.162799034
3687.2;464.0286754;286.8550134;2.250868377;13.11705524;0.153944002
3687.3;463.4543359;286.0253803;2.24291862;14.0135419;0.229237643
3687.4;461.5872013;287.263385;2.238998673;14.7364444;0.255351904
3687.5;459.253693;289.717852;2.238735811;12.16742196;0.230411206
3687.6;456.9623103;292.5527619;2.240652455;14.65443822;0.15784393
3687.7;456.4055392;293.8751797;2.244384646;13.58088319;0.146583975
3687.8;457.3904283;294.2530454;2.2475489;13.656633;0.150789209
3687.9;460.4251619;293.917606;2.250089564;14.06026848;0.171739819
3688;473.4044994;292.3726938;2.250150737;14.46517315;0.26261769
3688.1;484.827998;293.0939839;2.248333994;12.27927537;0.174007602
3688.2;494.8889024;295.5066113;2.245192898;13.4948917;0.20835351
3688.3;501.2532195;298.7071807;2.242608252;11.17955195;0.165425288
3688.4;508.8017545;302.0187021;2.240706723;12.75919849;0.173485208
3688.5;517.3309643;305.3867191;2.239354636;12.00721419;0.130901664
3688.6;524.4830935;306.891796;2.236411421;11.4388317;0.270527322
3688.7;530.0837893;307.043743;2.233933907;12.93563308;0.239227197
3688.8;534.1330518;305.84256;2.231922093;12.54494442;0.253576249
3688.9;535.8353545;304.4119227;2.235761834;11.43974383;0.329783857
3689;536.3673701;302.5326781;2.243935955;9.809268986;0.237187848
3689.1;535.5817975;300.1323046;2.257058075;13.22994348;0.258320457
3689.2;525.2971143;295.1804617;2.270490562;12.9551788;0.19854517
3689.3;514.3396796;290.0482329;2.280493379;12.10808889;0.226403823
3689.4;503.2905149;284.8918012;2.285732627;14.04946755;0.272736669
3689.5;497.2947372;282.5358788;2.283494018;13.25264433;0.255684947
3689.6;492.5796701;281.7180599;2.280466855;14.94047634;0.240401349
3689.7;489.0380723;282.9020837;2.277508739;13.09219348;0.268953997
3689.8;489.0799864;285.0467845;2.280042187;11.60819507;0.131944007
3689.9;490.6748305;287.5681224;2.283703519;11.5292334;0.208924563
3690;494.1517763;290.5170002;2.287818906;13.25653335;0.173039955
3690.1;496.0243479;290.3786878;2.28574147;17.46326057;0.238267155
3690.2;495.3421296;287.8443665;2.28094659;14.96359604;0.162024755
3690.3;489.5204874;281.3006015;2.272982939;16.00695297;0.20933873
3690.4;477.0619043;273.0054658;2.276926038;16.52569105;0.152193464
3690.5;463.7127206;264.2693598;2.291069181;14.46821224;0.260638983
3690.6;453.1566301;255.6841173;2.324684946;17.45832067;0.262785483
3690.7;440.3685413;248.9357889;2.368088732;18.59982108;0.308132834
3690.8;425.6246401;243.454716;2.413041275;20.90283832;0.237117986
3690.9;406.7268965;240.1783955;2.451291928;20.75042957;0.141713064
3691;395.2031194;238.8686644;2.471126048;23.82844415;0.136871107
3691.1;390.9404093;239.2287298;2.477693407;23.46746782;0.212024295
3691.2;405.3591014;243.3561147;2.459779388;20.63786333;0.224830491
3691.3;428.3542315;249.5235663;2.430075969;21.3887932;0.247910981
3691.4;454.1864903;256.5646637;2.395276446;17.85161857;0.171248317
3691.5;470.306669;262.5166473;2.366479874;15.98596437;0.279849205
3691.6;468.6479107;264.9671829;2.355391691;16.00526663;0.305441669
3691.7;455.1468914;265.0809892;2.35773831;15.49198106;0.21176598
3691.8;433.1364333;263.4786708;2.383316388;17.5970578;0.203403114
3691.9;419.6416842;263.9269738;2.411897113;19.0177518;0.222557086
3692;412.8424144;265.914368;2.441762899;20.30786476;0.136295097
3692.1;414.3297393;268.7502449;2.457696789;17.86652776;0.141949586
3692.2;415.6627076;269.2649672;2.464586863;21.12543334;0.11599633
3692.3;416.8462657;267.7681915;2.463693158;21.32144336;0.149021093
3692.4;417.1516746;264.5947279;2.458889808;17.88363736;0.146131315
3692.5;417.4042389;261.0521585;2.458457439;21.98133023;0.128692342
3692.6;417.6039585;257.1404833;2.462396051;21.71006619;0.171679007
3692.7;417.8337922;253.8515686;2.475395372;20.44072223;0.20919724
3692.8;418.0474843;251.3385413;2.486823258;21.75740203;0.156989463
3692.9;418.2415061;249.7214185;2.496189343;20.9722596;0.144277696
3693;418.4884371;251.4202864;2.490378229;22.45271343;0.154389804
3693.1;418.923123;253.72693;2.476245096;21.06015685;0.19219909
3693.2;419.6124258;256.5805919;2.451957458;18.83437477;0.204063801
3693.3;421.2635444;262.4749503;2.421904624;19.18912961;0.161071221
3693.4;425.2320785;268.2589307;2.392327487;18.13162854;0.072242311
3693.5;432.8072944;273.3115832;2.364571643;15.39406281;0.187519689
3693.6;442.7651265;275.430881;2.345562913;17.18352781;0.148107604
3693.7;451.6626787;275.7089971;2.332488022;17.13065658;0.209413357
3693.8;457.7491206;273.340011;2.328167627;16.02655179;0.195254024
3693.9;462.4007379;269.109288;2.336712116;19.21953044;0.157426413
3694;465.5637182;264.5960216;2.350374081;17.75783836;0.189603657
3694.1;465.9881224;260.3770601;2.369387492;15.54498308;0.294310522
3694.2;463.3588895;257.7796601;2.384954528;17.14032587;0.220789566
3694.3;459.9653437;256.0628287;2.398666291;18.00139002;0.270842502
3694.4;456.8477877;255.5505037;2.409864278;16.14483456;0.210719729
3694.5;455.2765694;255.4207966;2.419114458;17.69132863;0.252497756
3694.6;454.5240415;255.4512236;2.428061517;17.48227902;0.23810798
3694.7;454.7478697;255.5727713;2.438360258;19.4387839;0.236730461
3694.8;456.8465757;255.5615585;2.448596964;18.53655642;0.235462104
3694.9;460.3685803;256.300878;2.458976372;19.310982;0.287690648
3695;466.7140254;260.7184888;2.47012699;17.50722982;0.184707714
3695.1;475.8516475;265.7633182;2.485421874;20.3668907;0.259919033
3695.2;486.5715575;273.0746889;2.503127914;13.98997033;0.196594188
3695.3;498.1753854;292.3242638;2.522530794;12.8723695;0.191180049
3695.4;507.9794255;300.4763888;2.534940061;14.66180192;0.248948805
3695.5;516.5154331;300.2236648;2.541129956;14.85596621;0.244375304
3695.6;523.5670109;285.5422643;2.529923185;14.9932707;0.263435063
3695.7;529.6412872;278.2552101;2.51336205;14.91894782;0.301475267
3695.8;534.8346301;276.6956163;2.493619787;15.71238274;0.254130728
3695.9;537.3139989;280.9786534;2.484784183;15.43955239;0.258861093
3696;539.850102;283.0610653;2.483011908;12.38972696;0.246877289
3696.1;542.453432;283.2547387;2.487335927;11.61899077;0.269934817
3696.2;545.982745;282.7559501;2.49554976;12.96626062;0.275552286
3696.3;548.9444676;282.9089675;2.502144779;11.80769677;0.26147064
3696.4;551.3385998;283.7137908;2.507120983;14.3515679;0.328372006
3696.5;553.2523273;284.3904921;2.507230037;14.00069484;0.300712679
3696.6;555.1267987;284.3999683;2.504565411;15.6189524;0.23530434
3696.7;556.9666958;283.6292495;2.498761331;13.09029016;0.235559266
3696.8;557.7094617;283.0422425;2.492052392;13.68658957;0.224280679
3696.9;557.9762185;282.9190391;2.487476233;13.84363571;0.36269007
3697;557.6823369;283.4201331;2.4859251;10.48589275;0.302027964
3697.1;557.5606146;283.6333463;2.490333413;10.68966267;0.302958191
3697.2;557.720995;283.6962145;2.49547714;13.22371004;0.288520808
3697.3;558.3104379;283.5659719;2.500740387;12.15576597;0.357322352
3697.4;558.9938327;285.0339733;2.501474679;15.09645626;0.251488364
3697.5;559.5453579;286.9445861;2.500245897;15.62970422;0.278280199
3697.6;559.8112116;289.2093321;2.49663762;12.0422096;0.231322636
3697.7;561.0935255;290.3579758;2.494044803;12.33766471;0.216932986
3697.8;563.0569991;291.6930572;2.492738269;11.18303733;0.285549649
3697.9;566.0892197;294.0348224;2.493912951;11.06222702;0.220977021
3698;568.6458501;297.7031562;2.496003396;12.64252688;0.281984493
3698.1;570.9146049;301.4042537;2.497189434;12.63132263;0.30907082
3698.2;572.7458072;304.1336837;2.495066254;11.10709033;0.281460854
3698.3;573.5726832;305.3638508;2.488877064;10.16402492;0.243830349
3698.4;573.7591326;305.7233332;2.480650108;12.41662406;0.295451415
3698.5;572.9260673;304.8634751;2.470263371;12.09776858;0.237819328
3698.6;571.3290844;303.2982006;2.460668169;12.54575235;0.24790446
3698.7;569.3941972;301.5568521;2.452191899;12.20365971;0.306440283
3698.8;567.4114268;300.3906299;2.447267614;12.93823077;0.228670472
3698.9;566.3554258;299.7384077;2.445568925;12.35403402;0.198340527
3699;565.9417711;299.3320017;2.446083445;13.09581537;0.282790812
3699.1;566.5411934;298.8090551;2.449985981;12.66373741;0.226841137
3699.2;567.1684071;298.3595384;2.45541417;10.58860065;0.288689978
3699.3;567.7686726;297.9286164;2.461678649;12.4745119;0.25445949
3699.4;567.9731019;297.259997;2.467054047;11.19474932;0.286326466
3699.5;568.0715126;296.5563915;2.470274508;12.35037698;0.313004465
3699.6;568.0905347;295.898788;2.471877117;11.51552775;0.327607387
3699.7;568.0685669;296.3587952;2.472580765;12.33805324;0.355458842
3699.8;568.0787189;297.2702761;2.474689186;11.79731597;0.25224724
3699.9;568.1204314;298.5321013;2.478033075;10.77162884;0.320106832
3700;568.3679072;298.1159474;2.483278755;12.16951132;0.289975871
3700.1;568.6661363;297.2260523;2.487148508;12.12238078;0.341737069
3700.2;569.0151186;295.8624159;2.489642335;12.89454983;0.267717287
3700.3;569.079712;295.5727829;2.485652368;9.961964441;0.193361635
3700.4;568.6937815;295.4876742;2.481281441;11.91075706;0.297551409
3700.5;567.7857884;295.6169287;2.476618632;9.625857207;0.35637952
3700.6;566.2265072;295.0669545;2.474665237;12.80724588;0.309967053
3700.7;564.4670611;294.4265244;2.473026028;12.60271486;0.222615508
3700.8;562.4886051;293.7210505;2.47158187;11.42411462;0.215929022
3700.9;560.9013019;293.1752122;2.470231166;12.40375791;0.34487918
3701;559.6393948;292.5554046;2.469554365;11.73984683;0.286170378
3701.1;558.8374863;291.7859703;2.469960147;12.02386438;0.279316872
3701.2;558.1549933;291.312653;2.472947544;12.11351808;0.271596687
3701.3;557.6900326;290.8305093;2.475111538;12.93339786;0.297937922
3701.4;557.6096046;290.2376575;2.474861355;12.4742234;0.277766311
3701.5;559.4045114;290.3220723;2.470056204;12.86463916;0.281651359
3701.6;562.1173486;291.0747903;2.464794024;10.62329667;0.295552953
3701.7;566.0114858;293.0399898;2.460798474;11.65195629;0.347323399
3701.8;569.736663;294.5182186;2.460706507;11.36555928;0.222455448
3701.9;573.2336902;295.5795775;2.462418064;11.57993932;0.281882135
3702;576.2170019;295.8453818;2.46612908;12.52364748;0.307055025
3702.1;578.5680521;296.7704518;2.47040119;11.66678833;0.316108028
3702.2;580.4529481;297.9714599;2.475319527;12.77244173;0.264418139
3702.3;581.4727235;299.3295467;2.481830079;11.95605148;0.28871947
3702.4;581.7689732;299.9509434;2.487658567;11.77890615;0.185336182
3702.5;581.6922465;300.240633;2.492464897;13.11446342;0.267156169
3702.6;581.3290031;300.4575119;2.493946386;11.19954684;0.252126188
3702.7;581.0234071;300.7378311;2.494642957;10.71138255;0.430409558
3702.8;580.7701802;301.0187464;2.495153851;11.89156433;0.321794871
3702.9;580.6562241;301.1025668;2.497008026;11.01605723;0.279741932
3703;580.5870692;301.1332137;2.498905769;12.50659549;0.303819447
3703.1;580.5480507;301.1447691;2.500572456;11.94753996;0.34860489
3703.2;580.533131;301.2778112;2.499919314;13.53736825;0.287359932
3703.3;580.5172371;301.4938058;2.498352779;11.89513896;0.22850681
3703.4;580.5017938;301.7794871;2.496297253;11.50278866;0.282065026
3703.5;580.5044615;302.2158468;2.496943179;11.21165559;0.260339555
3703.6;580.5139943;302.6535582;2.498667777;11.84313879;0.294904897
3703.7;580.5242794;303.0865137;2.501295262;11.04426394;0.274535141
3703.8;580.2848727;303.2300127;2.503139712;10.55755837;0.270871447
3703.9;579.9861496;303.2996544;2.504248202;12.42344801;0.320703878
3704;579.62811;303.2954387;2.504620731;11.2002913;0.265985358
3704.1;579.5137264;303.2619481;2.503703572;11.92459766;0.309946632
3704.2;579.9695252;303.3825667;2.502290305;10.7499392;0.293274803
3704.3;581.0888311;303.6847974;2.500325548;12.04018845;0.26578426
3704.4;583.6900598;304.1283722;2.494929053;12.4469647;0.366513338
3704.5;586.2608306;304.7357929;2.489054871;11.59556904;0.239055302
3704.6;588.6589151;305.5570179;2.482823519;10.87616466;0.215802642
3704.7;589.8627033;307.1301359;2.479654121;10.70045035;0.202209108
3704.8;590.6602676;308.8457076;2.478106081;12.09835688;0.24418078
3704.9;591.0115555;310.6573957;2.478648327;12.7074034;0.182179737
3705;591.4682382;311.7716249;2.480177327;11.29741669;0.223719017
3705.1;592.0022675;312.3827248;2.482578231;12.14446935;0.328768755
3705.2;592.6531347;312.2375625;2.486359832;10.67691824;0.232877214
3705.3;592.7979189;311.6835286;2.491639862;9.168669959;0.250759405
3705.4;592.2453767;310.8838367;2.497241993;12.05762354;0.318281165
3705.5;590.3249527;309.7203646;2.502828203;12.40909921;0.27454365
3705.6;587.1265519;308.5774184;2.505915243;11.9164254;0.281086264
3705.7;583.6406799;307.5516684;2.50662932;11.53141441;0.237768591
3705.8;580.3625315;306.8429998;2.502595811;14.69171981;0.287710217
3705.9;577.8633646;305.8946801;2.496716753;11.80450496;0.207719715
3706;575.8442244;304.8290999;2.4910786;12.03964926;0.225406981
3706.1;574.5566192;303.6463112;2.488593556;12.19655173;0.296796235
3706.2;573.3673653;303.026576;2.490931392;13.58062859;0.307685349
3706.3;572.3387875;302.7564991;2.495857625;10.52007117;0.24627281
3706.4;571.8501596;302.9800144;2.503159351;11.63247939;0.234678173
3706.5;573.3314955;303.1041143;2.508328071;10.58136137;0.284817966
3706.6;575.7269721;303.091474;2.511996175;10.26874326;0.275381179
3706.7;577.5039299;302.5534596;2.513196111;10.78275459;0.271063979
3706.8;576.8007911;301.8114403;2.513688166;10.67082985;0.293834592
3706.9;574.6127613;301.0830302;2.513631918;12.57153721;0.31520196
3707;572.7412463;301.6024198;2.512545702;11.85198213;0.311882242
3707.1;570.9802963;302.5201531;2.512536817;12.93226753;0.280642749
3707.2;569.3600756;303.6887368;2.513379963;11.83696087;0.316813071
3707.3;568.6902706;304.2681674;2.515349426;10.83855796;0.324551426
3707.4;568.3906082;304.6085579;2.516923926;11.64138089;0.269737665
3707.5;568.4071048;304.7359852;2.518138616;11.0070137;0.235335694
3707.6;568.4653673;304.4059242;2.518208573;12.44665339;0.286593473
3707.7;568.5413326;303.9636608;2.517826005;12.91427437;0.291262723
3707.8;568.6350006;303.4091952;2.516990913;12.71894119;0.274464153
3707.9;568.7200829;302.9702313;2.514058656;13.11918995;0.267051952
3708;568.7876583;302.5995433;2.5092012;13.18923749;0.299503635
3708.1;568.8348875;302.3062381;2.502133972;11.24224521;0.222183698
3708.2;568.8937264;302.2966582;2.496446663;11.74270374;0.194114903
3708.3;568.9574423;302.3995767;2.493431662;12.38957151;0.273890005
3708.4;569.0268699;302.6328409;2.493985358;12.84929882;0.317029854
3708.5;569.0643437;302.8211682;2.500228443;11.57434944;0.251303243
3708.6;569.0953885;302.9371132;2.507537961;12.10827067;0.275344745
3708.7;569.1217367;302.9431075;2.515556041;11.69736502;0.312283432
3708.8;569.2835887;302.9188796;2.519910649;13.69441752;0.290565512
3708.9;569.9384984;302.8832818;2.522358069;12.55710474;0.267256359
3709;571.5077004;302.8351634;2.522260977;12.42484497;0.280483045
3709.1;574.9531555;302.7948499;2.520179654;11.49635316;0.245688584
3709.2;578.8657825;302.8275728;2.517867088;11.18035024;0.306970646
3709.3;582.9074698;303.026716;2.516031265;9.101379722;0.323472754
3709.4;586.0469923;303.4871474;2.5123255;13.14641464;0.292878902
3709.5;588.7246493;304.191216;2.507190297;12.55873395;0.302007112
3709.6;590.8119893;305.3789615;2.499487808;11.72103959;0.281455003
3709.7;592.5405961;305.7641697;2.49510452;11.81618858;0.233211001
3709.8;594.0575601;305.5833642;2.494405345;11.30426553;0.277060147
3709.9;595.271028;304.3955035;2.502633296;11.94935982;0.316523062
3710;595.5431032;302.7474824;2.513865101;10.89701015;0.33864784
3710.1;595.0863407;300.9685672;2.525269066;11.62574785;0.312132287
3710.2;593.1472754;299.4917652;2.531592648;11.7765276;0.323479584
3710.3;589.9340787;298.6629953;2.531396194;10.95419158;0.301897799
3710.4;585.9102061;297.9647408;2.527937579;13.32857067;0.416810644
3710.5;580.9384591;296.017524;2.525072634;10.13249215;0.279709653
3710.6;574.0338682;294.4348021;2.524046292;11.79846415;0.200859165
3710.7;565.5536135;293.2676741;2.524027078;12.89543592;0.336929335
3710.8;553.5541997;293.8302912;2.522930039;12.15261835;0.29296985
3710.9;543.5128464;293.9329973;2.518469271;15.47463718;0.351801956
3711;535.0615503;293.6352797;2.511470494;12.27616864;0.282945103
3711.1;529.3072937;292.2818698;2.502870484;14.54817972;0.399700446
3711.2;523.3508388;291.0498962;2.496624495;13.61018948;0.238365688
3711.3;517.2707329;289.9384813;2.492406892;13.67185597;0.286639135
3711.4;513.5716385;289.6655959;2.489321724;15.22096628;0.245964118
3711.5;511.1078316;289.1522994;2.486181187;14.26818804;0.208370107
3711.6;509.8793123;288.3985917;2.48298528;14.42762206;0.213841369
3711.7;509.9519267;287.2968778;2.484253629;12.26465359;0.262313767
3711.8;509.7298342;286.2891896;2.491956777;13.27946121;0.177480864
3711.9;509.1306095;285.4002167;2.507106866;16.97181842;0.238425088
3712;508.8780037;284.5809174;2.531549849;13.21176808;0.17976533
3712.1;508.7446289;283.3961342;2.555851513;14.93144424;0.215147305
3712.2;508.7453535;281.7004936;2.579138891;15.32737687;0.271875689
3712.3;508.0240047;279.468426;2.595424291;15.43431547;0.289811784
3712.4;507.1579087;277.1784138;2.609775305;16.4340554;0.335546365
3712.5;506.1865481;274.8911071;2.622239577;17.67544217;0.295526183
3712.6;506.0549479;273.7086343;2.624774519;15.6083108;0.280416274
3712.7;506.4068213;272.6890476;2.620014802;17.63634536;0.301698345
3712.8;507.4318335;271.636518;2.60423259;17.02036493;0.31201608
3712.9;508.9431326;270.7835022;2.583891938;13.64761481;0.283538043
3713;510.4226123;270.0505453;2.565435626;14.79066583;0.300278198
3713.1;511.5787727;269.4955363;2.553710922;14.03973658;0.269830892
3713.2;512.4146876;269.376273;2.551921477;16.6240016;0.270387275
3713.3;513.3741934;269.6227554;2.55361131;18.61253188;0.260330776
3713.4;514.9425391;270.5604067;2.557228057;16.11197453;0.281047323
3713.5;517.3444599;271.6488727;2.560977823;16.72609222;0.175051966
3713.6;519.4302954;272.3863798;2.563897305;14.06705661;0.240833519
3713.7;519.3570802;271.6917086;2.563707355;15.98313344;0.276460412
3713.8;516.7120897;269.9632876;2.559623637;15.89327706;0.243813952
3713.9;512.4551189;267.7725785;2.553832961;13.90812438;0.292411509
3714;505.8757674;265.4941644;2.547868261;15.57003779;0.250913331
3714.1;500.5870676;263.9680237;2.549588138;13.61276995;0.321921419
3714.2;496.2958961;262.8931847;2.556088924;18.17583931;0.296106261
3714.3;494.0481283;262.2100573;2.567640305;15.50147371;0.28990244
3714.4;492.8292366;260.8817128;2.572098876;16.59500073;0.289739242
3714.5;492.2957211;259.1845111;2.571013915;17.23640061;0.343765706
3714.6;492.2551778;257.7266962;2.559162002;16.68155587;0.311691572
3714.7;492.2077766;257.4569308;2.545439177;16.27762633;0.22322086
3714.8;492.155283;258.1973962;2.530788139;18.96187698;0.30093058
3714.9;492.1008081;261.2865949;2.522820253;15.36561438;0.274560319
3715;492.0617883;263.6989565;2.5151351;15.31223661;0.250677094
3715.1;492.0330688;265.5224166;2.507652722;16.01178545;0.20492461
3715.2;491.863946;266.7413847;2.498304831;12.81877679;0.226412805
3715.3;491.1873399;268.0819252;2.490139466;15.86315655;0.297237751
3715.4;490.0032502;269.5440381;2.483156625;15.26942568;0.25452848
3715.5;487.4850725;270.1696387;2.480066826;15.19278959;0.242008149
3715.6;485.4680632;270.0587815;2.477745828;15.94893321;0.226943036
3715.7;484.0713433;269.1034275;2.476234066;16.46178893;0.190575386
3715.8;484.3489575;269.5327535;2.478091968;18.6823812;0.166688255
3715.9;484.50541;269.7686957;2.482291852;16.53100613;0.298611745
3716;484.3469583;269.6155301;2.489428881;16.23674501;0.259361484
3716.1;483.3689415;268.6686026;2.497357867;15.45355708;0.274612508
3716.2;482.1047717;268.8237074;2.502857029;16.84927333;0.170154072
3716.3;480.5222968;270.9207633;2.50424817;13.7819324;0.303385242
3716.4;479.5733243;273.5309431;2.503696828;14.48504964;0.198852243
3716.5;480.3032626;275.490598;2.504843665;17.87454404;0.246452385
3716.6;484.0920728;276.0253189;2.509900805;16.48287862;0.286828668
3716.7;488.00579;273.6752936;2.521651745;17.81313214;0.309516391
3716.8;491.430181;271.5690026;2.533816347;14.58206656;0.244516459
3716.9;493.648834;271.508978;2.54351763;19.05349664;0.280919496
3717;495.5538436;272.8485446;2.545292214;17.35708739;0.306422785
3717.1;496.9223471;274.1460216;2.541769834;14.94703699;0.264786296
3717.2;497.0156528;274.2001672;2.529534726;13.70422489;0.281320101
3717.3;495.6464365;273.5252453;2.51452642;13.99907251;0.158727065
3717.4;492.4089395;272.3745781;2.498623911;15.86969031;0.279609782
3717.5;484.3694018;270.4453769;2.483005612;17.05891418;0.236217224
3717.6;472.8044309;267.6770652;2.468690286;17.36504824;0.391775512
3717.7;460.3018791;264.6619838;2.455239544;17.84465667;0.235821508
3717.8;450.4111145;262.160993;2.443183563;18.63009678;0.215937236
3717.9;441.9170144;260.2657553;2.432969065;16.60828117;0.115374257
3718;435.1908578;258.7963219;2.42440651;20.94487341;0.231355205
3718.1;434.905177;258.025636;2.420164228;21.49422604;0.151228388
3718.2;438.3256639;258.0054319;2.415944118;15.12411352;0.133628963
3718.3;443.8117284;258.5457271;2.411391641;17.54368088;0.336269545
3718.4;447.4442935;259.9907631;2.403725543;17.12718094;0.180166103
3718.5;451.1986751;261.3978424;2.396729297;19.01436245;0.270029443
3718.6;455.1739154;262.7547501;2.390765927;18.33670709;0.196747477
3718.7;461.2272903;263.7562464;2.393384924;17.17166502;0.190833518
3718.8;467.5481525;264.4182172;2.398148305;14.30366004;0.190726245
3718.9;474.0418657;264.7840993;2.404725479;14.84057809;0.212136039
3719;477.8401612;264.8136916;2.410670415;15.04646487;0.3129833
3719.1;480.7384999;264.622634;2.415548899;16.24143749;0.292155679
3719.2;482.7368817;264.2109264;2.419360929;15.8368967;0.327698205
3719.3;483.4638564;264.3320568;2.426456668;14.9277695;0.304979613
3719.4;483.70865;264.9369457;2.435825715;17.5539996;0.204264157
3719.5;483.4178643;266.0969596;2.44778476;17.105851;0.229971068
3719.6;481.4533327;264.6486166;2.462252695;18.45531905;0.182608899
3719.7;477.4342219;261.6660556;2.47801547;16.27702433;0.199990446
3719.8;470.7253688;256.7947283;2.495345207;18.1476003;0.328523011
3719.9;456.0063035;252.9019052;2.514581712;19.08269803;0.234315801
3720;439.4015136;248.7778237;2.535447955;21.62603716;0.208909263
3720.1;421.1721589;244.0990361;2.558627574;22.36749804;0.205645105
3720.2;406.713979;235.3393326;2.582143351;23.32984629;0.225415387
3720.3;394.698479;225.4694513;2.60287267;24.94906428;0.306593936
3720.4;386.2329397;214.7341105;2.618086755;26.74440142;0.19034158
3720.5;383.4079348;208.7679927;2.625838019;27.36342414;0.313810384
3720.6;383.7922534;205.6925495;2.630467983;27.41976024;0.27143822
3720.7;388.7759395;206.9192409;2.631637332;26.74826092;0.137174196
3720.8;398.0292122;212.3066082;2.627319568;26.00027871;0.232634354
3720.9;409.1014949;219.9104301;2.617934089;24.75138648;0.227501032
3721;421.9235005;230.482593;2.598529954;21.09280987;0.330341273
3721.1;432.8522557;243.0958353;2.573970704;20.88932973;0.187694168
3721.2;442.3122379;255.2914907;2.549127002;16.39017253;0.201237327
3721.3;448.9231744;263.4640376;2.529696515;19.62256731;0.210920388
3721.4;455.3193333;266.9809636;2.52077348;16.59070838;0.288257804
3721.5;461.338196;267.8137904;2.517494961;17.4611819;0.162286559
3721.6;466.0575928;265.5085999;2.519415799;17.07098034;0.236167946
3721.7;469.8633494;264.0886281;2.520639714;19.206781;0.310918662
3721.8;473.1335394;263.2868448;2.521302032;14.54516812;0.271619182
3721.9;476.0050358;263.4812288;2.520719945;15.80502933;0.214506762
3722;477.4759121;264.1863346;2.518886061;17.02956108;0.308884074
3722.1;477.8899087;265.1408619;2.516606105;17.4977198;0.17503656
3722.2;476.5179891;265.5229772;2.517216582;16.5183852;0.224282999
3722.3;475.4923209;266.4863328;2.518176041;19.81325692;0.25133403
3722.4;475.0834819;267.8155923;2.519526726;13.14805215;0.305398222
3722.5;480.4101396;268.2832735;2.523047479;15.38597694;0.188069632
3722.6;485.6803298;268.464384;2.525025311;15.73269697;0.27865428
3722.7;490.8594058;268.4113157;2.525582972;17.256349;0.271949719
3722.8;493.9308852;268.8451558;2.520954829;15.51812397;0.208517708
3722.9;496.0336225;269.2115609;2.516301745;15.03518685;0.257350366
3723;497.1676175;269.510531;2.511623721;15.20294706;0.31127841
3723.1;496.301723;269.5456562;2.513540168;17.03707712;0.225708859
3723.2;495.4380714;269.8683493;2.519367105;13.90845136;0.240535303
3723.3;494.6249649;270.5349431;2.529626633;16.18758132;0.243160487
3723.4;494.2787847;270.8533546;2.535150142;13.79235744;0.282459758
3723.5;494.8111211;271.2936244;2.535967485;14.83619319;0.236575918
3723.6;496.5154895;271.9328655;2.530703297;15.79402862;0.283156532
3723.7;499.2601653;272.1402853;2.520900388;18.86701622;0.219876343
3723.8;501.7130791;272.4848468;2.512346864;15.10216269;0.270820826
3723.9;503.5013667;273.1314489;2.50665462;14.21125572;0.289935632
3724;504.1955978;273.1145814;2.505588726;15.42556918;0.194651418
3724.1;504.1471125;272.8560424;2.506154738;19.25998153;0.209770733
3724.2;503.0026111;272.3380361;2.508426616;16.11646826;0.199244863
3724.3;500.8827811;271.8660361;2.509519044;16.07011688;0.328612151
3724.4;498.8270919;271.7231398;2.510522159;15.42533122;0.327630105
3724.5;497.4206232;272.3245876;2.511920985;14.51188565;0.226214054
3724.6;496.1493071;273.9883488;2.511694318;15.91347743;0.183687142
3724.7;494.416835;275.7638351;2.510305769;17.87591934;0.248903622
